"COPC Name","CAS #","MW [g/mole]","Tm [K]","Vp [atm]","S [mg/L]","H [atm*m^3/mol]","Da [cm^2/s]","Dw [cm^2/s]","Kow","Koc [mL/g]","Kds [cm^3/g]","Kdsw [L/kg]","Kdbs [cm^3/g]","Ksg [1/year]","Fv","RCF","Br root veg","Br leafy veg","Br forage","Bv leafy veg","Bv forage","Ba milk [day/kg FW]","Ba beef [day/kg FW]","Ba pork [day/kg FW]","BCF egg","BCF chicken","BCF Fish [L/kg FW tissue]","BAF fish [L/kg FW]","BSAF fish","RfD [mg/kg/day]","RfD Information Source","Oral CSF [mg/kg/day]-1","CSF Information Source","RFC [mg/m^3]","Inhalation URF [1/(µg/m^3)]","Inhalation CSF [1/(mg/kg/day/)]","Chemical type","Chemical Subtype","Br Grain","Ba egg","Ba chicken","Inhalation RFD","TEF","FACTIVE"
"PentaCDD, 1,2,3,7,8-","40321-76-4",356,514,5.79e-13,0.000118,2.6e-06,0.0989,8e-06,4370000,2690000,26900,"202000","108000",0.03,0.117,30100,1.12,0.00562,0.00562,239000,239000,0.00605,0.0288,0.0348,0.0471,2.5,25900,NA,0.09,7e-10,"MDH",1400000,"MDH",4e-08,400,NA,"O","D",0.00562,0.0121,0.0212,1,NA,TRUE
"PentaCDF, 1,2,3,7,8-","57117-41-6",340,499,2.23e-12,0.00024,5e-06,0.0223,8e-06,6170000,3800000,38000,"285000","152000",0.03,0.268,39300,1.03,0.00461,0.00461,97500,97500,0.00553,0.0263,0.0318,NA,NA,33800,NA,0.09,2.33e-09,"MDH",42000,"MDH",1.33e-06,12,NA,"O","F",0.00461,0.0111,0.0194,0.03,NA,TRUE
"PentaCDF, 2,3,4,7,8-","57117-31-4",340,469,3.42e-12,0.000236,4.98e-06,0.0223,8e-06,3160000,1950000,19500,"146000","78000",0.03,0.221,23500,1.21,0.00678,0.00678,97500,97500,0.00652,0.031,0.0375,0.0561,3.28,20200,NA,0.09,2.33e-10,"MDH",420000,"MDH",1.33e-07,120,NA,"O","F",0.00678,0.013,0.0228,0.3,NA,TRUE
"Pentachlorobiphenyls, Unspeciated","25429-29-2",326,283,1.01e-07,0.043,0.000283,0.001,1e-05,3160000,2450000,24500,"184000","98100",0.03,0.992,23500,0.958,0.00678,0.00678,1650,1650,0.00652,0.031,0.0375,12.8,NA,84100,NA,2,2e-05,"IRIS, Aroclor 1254",140000,"MDH, based on most toxic congener",4e-07,3.8,NA,"O","PCB",0.01,0.013,0.032,NA,NA,TRUE
"Pentachloronitrobenzene (PCNB)","82-68-8",295.32,417.15,1.49e-07,0.55,0.00038,0.001,1e-05,43651.58322,36425.04,364.25,"2731.88","1457",0.36,1,869,2.38,0.0806,0.0806,12.9,12.9,0.007506363,0.035655227,0.04316159,0.346740161,NA,746,1622.77856,NA,0.003,"IRIS",NA,"HEAST, eliminate",0.011,7.4e-05,NA,"O",NA,0.0806,0.015012727,0.026272272,NA,NA,TRUE
"Pentachlorophenol","87-86-5",266,443,4.21e-08,2000,2.4e-08,0.056,6.1e-06,126000,592,1.2,"44.4","23.7",1.42,0.999,1960,1640,0.0437,0.0437,629000,629000,1.39e-05,6.62e-05,8.02e-05,0.955,NA,671,2450,NA,0.005,"IRIS",0.4,"IRIS",NA,5.1e-06,NA,"O","Ionizing",0.0437,2.79e-05,4.88e-05,NA,NA,TRUE
"Pentafluoroethane 1,1,1,2,2- (HFC-125)","354-33-6",120.02,111.93,9.33,867.3,3.05,NA,NA,35.5,136,NA,"10.215","5.448",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.387,4.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HFC",NA,NA,NA,NA,NA,NA
"Perfluoro compounds (PFCs), Unspeciated","86508-42-1",588.08,258.46,0.00234,3.62e-06,73800000,NA,NA,1.51e+08,1.44e+08,NA,"10800000","5760000",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2301,8460000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PFC",NA,NA,NA,NA,NA,NA
"Perylene","198-55-0",252.32,443.4,1.76e-12,0.008195,8.1e-07,0.0255,6.58e-06,1290000,599000,160000,"44925","23960",0.48,0.652,9680,0.0605,0.0132,0.0132,0.00913,0.00913,0.014,0.0445,0.0455,10.7,NA,267.7,286.4,NA,NA,NA,NA,NA,NA,NA,NA,"O","PAH",0.0132,0.0158,0.0277,NA,NA,TRUE
"Phenanthrene","85-01-8",178,372,1.45e-07,1.1,2.3e-05,0.001,1e-05,31600,26500,3700,"1990","1060",1.26,0.999,678,0.183,0.097,0.0971,151,151,0.00712,0.0338,0.0409,0.282,NA,582,1030,NA,NA,NA,NA,NA,NA,NA,NA,"O","PAH",0.0971,0.0142,0.0249,NA,NA,TRUE
"Phenol","108-95-2",94.1,314,0.000368,83000,4e-07,0.082,9.1e-06,31.6,29.8,4.4,"2.24","1.2",25.3,1,9.63,2.19,5.26,5.26,5.53,5.53,0.000265,0.00126,0.00153,0.000238,NA,2.85,NA,NA,0.3,"IRIS",NA,NA,0.2,NA,NA,"O","Ionizing",5.26,0.00053,0.000928,NA,NA,TRUE
"Phenyl Cellosolve","122-99-6",138.17,296.47,5.9e-06,28000,1.55e-05,NA,NA,12.6,14.92,NA,"1.119","0.5968",NA,0.999813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.864,1.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Phenylenediamine N","106-50-3",108.14,236.83,8.58e-07,199000,6.73e-10,0.0837,9.78e-06,0.407,33.8,NA,"2.53725","1.3532",NA,0.9999,NA,NA,NA,NA,57.5,57.5,3.96e-09,1.25e-08,NA,NA,NA,0.9124,0.9124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phosphine","7803-51-2",34,140,41,312,NA,0.181,NA,490000,NA,NA,"#VALUE!","#VALUE!",36.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,"IRIS",NA,NA,3e-04,NA,NA,"I",NA,NA,NA,NA,NA,NA,TRUE
"Phosphorus (Yellow OR White)","7723-14-0",124,317,3.42e-05,3,NA,NA,NA,1200,NA,NA,"#VALUE!","#VALUE!",10.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,"IRIS",NA,NA,NA,NA,NA,"I","Metal",NA,NA,NA,NA,NA,TRUE
"Phthalic anhydride (1,2-Benzene dicarboxylic anhydride)","85-44-9",148.12,403.95,6.8e-07,6200,1.63e-08,0.071,8.6e-06,0.239883292,0.25,0.002,"0.02","0.01",13490.4,1,6.39,2599,8.38,8.38,0.75,0.75,2.19e-06,1.04e-05,1.26e-05,1.99e-06,NA,3.16,NA,NA,2,"IRIS",NA,NA,0.02,NA,NA,"O",NA,8.38,4.38e-06,7.67e-06,NA,NA,TRUE
"PM","E1647593",NA,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"PM_2013_point","E1647593-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PM10","E1647619",NA,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"PM10_2013_point","E1647619-2013",NA,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"PM2.5 Diesel","MDPM25",NA,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,3e-04,NA,"O",NA,NA,NA,NA,NA,NA,TRUE
"PM2.5 Diesel_2013_point","MDPM25-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PM2.5,PRIMRY","E1647635",NA,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"PM2.5,PRIMRY_2013_point","E1647635-2013",NA,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"PM2.5,SECONDARY","E1647636",NA,273.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Polychlorinate Biphenyls (PCBS), Unspeciated","1336-36-3",326,283,1.01e-07,0.043,0.000283,0.001,1e-05,3160000,2450000,24500,"184000","98100",0.03,0.992,23500,0.958,0.00678,0.00678,1650,1650,0.00652,0.031,0.0375,12.8,NA,84100,NA,2,5e-05,"EPA recommended for mixtures in food",2,"IRIS",4e-07,1e-04,NA,"O","PCB",0.01,0.013,0.032,NA,NA,TRUE
"Propane Sultone 1,3-","1120-71-4",122.14,299.5,0.000313,171000,2.36e-06,0.0731,1.04e-05,0.525,9.41,NA,"0.705825","0.37644",NA,1,NA,NA,NA,NA,56,56,4.15e-09,1.31e-08,NA,NA,NA,0.9196,0.9196,NA,NA,NA,2.4,"Cal EPA",NA,0.00069,NA,"O",NA,NA,NA,NA,NA,NA,NA
"Propoxyethylacetate, 2-","20706-25-6",146.18,NA,0.000917,NA,NA,NA,NA,NA,104.82,NA,"7.8615","4.1928",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Propyl Cellosolve","2807-30-9",104.15,241.86,0.001795,317000,7.38e-08,NA,NA,1.2,1.549,NA,"0.116175","0.06196",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962,0.962,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA,NA,NA,NA,NA,TRUE
"Propylene","115-07-1",42.08,139,9.17,1160,1.53e-05,0.11,1.07e-05,47.9,21.73,NA,NA,NA,NA,1,NA,NA,NA,NA,3.62,3.62,4.65e-07,1.47e-06,NA,NA,NA,6.398,6.398,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Propylene Oxide","75-56-9",58.1,161,0.708,590000,6.97e-05,0.127,1.47e-05,1.07,1.07,0.0107,"0.0803","0.0428",8.43,1,6.55,612,37.2,37.2,0.000863,0.000863,1.19e-05,5.63e-05,6.82e-05,NA,NA,3.16,NA,NA,NA,"could not find this value, recommend removing",0.24,"IRIS",0.03,3.7e-06,NA,"O",NA,37.2,2.37e-05,4.15e-05,NA,NA,TRUE
"Propylenimine 1,2-","75-55-8",57.1,223.15,0.195,1e+06,9.74e-06,0.108,1.18e-05,1.35,14.51,NA,"1.08825","0.5804",NA,1,NA,NA,NA,NA,32.4,32.4,1.07e-08,3.37e-08,NA,NA,NA,1.015,1.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pyrene","129-00-0",202,423,6.05e-09,1.4,1.1e-05,0.001,1e-05,79400,68000,9500,"5100","2720",0.13,0.994,1380,0.145,0.057,0.057,840,840,0.00809,0.0384,0.0465,0.798,NA,1180,3290,NA,0.03,"IRIS",NA,NA,NA,NA,NA,"O","PAH",0.057,0.0162,0.0283,NA,NA,TRUE
"Quinone","106-51-4",108.1,297.74,3.35e-05,74500,1.22e-09,NA,NA,1.78,41.19,NA,"3.08925","1.6476",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9695,0.9695,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA,NA,NA,NA,NA,TRUE
"Selenium","7782-49-2",79,493,0,2060,0.0097,0.0772,9.57e-06,1.74,NA,5,"5","5",NA,0,NA,0.022,0.0195,0.016,NA,NA,0.00586,0.00227,0.188,1.13,NA,129,NA,NA,0.005,"IRIS",NA,NA,0.02,NA,NA,"I","Metal",0.002,1.13,1.13,NA,NA,TRUE
"Styrene","100-42-5",104,242,0.00803,310,0.0027,0.071,8e-06,1000,912,120,"68.4","36.5",9.03,1,47.4,0.395,0.714,0.714,0.0324,0.0324,0.0023,0.0109,0.0132,0.00674,NA,40.7,NA,NA,0.2,"IRIS",NA,NA,1,NA,NA,"O",NA,0.714,0.00459,0.00804,NA,NA,TRUE
"Sulfur Dioxide","7446-09-5",64.1,198,3.95,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA,NA,NA,NA,NA,TRUE
"Sulfur Dioxide_2013_point","7446-09-5-2013",64.1,198,3.95,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA,NA,NA,NA,NA,TRUE
"Sulfur Hexafluoride","2551-62-4",146.05,375.35,1.68e-10,2901,3.08,NA,NA,43.7,75.29,NA,"5.64675","3.0116",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91,5.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sulfuric Acid","7664-93-9",98.07,544.47,1.87e-07,1e+06,2.54e-11,NA,NA,0.00631,2.21,NA,"0.16575","0.0884",NA,0.9865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TetraCDD, 2,3,7,8-","1746-01-6",322,579,1.97e-12,1.93e-05,3.29e-05,0.104,5.6e-06,6310000,3890000,38900,"292000","156000",0.03,0.664,40000,1.03,0.00455,0.00455,65500,65500,0.0055,0.0261,0.0316,0.0596,3.32,34400,NA,0.09,7e-10,"MDH",1400000,"MDH",4e-08,400,NA,"O","D",0.00455,0.011,0.0193,1,NA,TRUE
"TetraCDF, 2,3,7,8-","51207-31-9",306,501,1.97e-11,0.000419,1.44e-05,0.0235,6.01e-06,1260000,776000,7760,"58200","31000",0.03,0.77,11600,1.49,0.0115,0.0115,45700,45700,0.00768,0.0365,0.0442,0.0361,2.56,9930,NA,0.09,7e-09,"MDH",140000,"MDH",4e-07,40,NA,"O","F",0.0115,0.0154,0.0269,0.1,NA,TRUE
"Tetrachlorobiphenyls, Unspeciated","26914-33-0",326,283,1.01e-07,0.043,0.000283,0.001,1e-05,3160000,2450000,24500,"184000","98100",0.03,0.992,23500,0.958,0.00678,0.00678,1650,1650,0.00652,0.031,0.0375,12.8,NA,84100,NA,2,4.5e-05,"average of oral RFD for Aroclor 1254 and Aroclor 1016",420,"MDH, based on most toxic congener",0.00013,0.085714286,NA,"O","PCB",0.01,0.013,0.032,NA,NA,TRUE
"Tetrachloroethane, 1,1,2,2-","79-34-5",168,229,0.00605,3000,0.00034,0.071,7.9e-06,251,79,0.19,"5.93","3.16",5.75,1,16.4,86.2,1.59,1.59,0.0591,0.0591,0.0011,0.00521,0.0063,0.35,NA,14.1,NA,NA,0.02,"IRIS",0.2,"IRIS",NA,5.8e-05,NA,"O",NA,1.59,0.00219,0.00384,NA,NA,TRUE
"Tetrachloroethylene (Perchloroethylene)","127-18-4",166,251,0.025,200,0.018,0.072,8.2e-06,2510,265,0.31,"19.9","10.6",0.7,1,96.4,311,0.42,0.42,0.013,0.013,0.00343,0.0163,0.0197,0.00279,NA,82.8,NA,NA,0.006,"IRIS",0.0021,"IRIS",0.1,5e-06,NA,"O",NA,0.42,0.00687,0.012,NA,NA,TRUE
"Tetrafluoroethane 1,1,1,2- (HFC-134a)","811-97-2",102.03,123.48,5.21,767.8,1.53,0.0823,1.06e-05,47.86,86,NA,"6.45225","3.4412",NA,1,NA,NA,NA,NA,4.08,4.08,3.78e-07,1.2e-06,NA,NA,NA,5.627,5.627,NA,NA,NA,NA,NA,80,NA,NA,NA,"HFC",NA,NA,NA,NA,NA,NA
"Tetrafluoromethane (PFC-14)","75-73-0",88,109.2,91.3,2239,4.59,NA,NA,15.5,43.89,NA,"3.29175","1.7556",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.347,2.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PFC",NA,NA,NA,NA,NA,NA
"Titanium Tetrachloride","7550-45-0",189.68,499.89,0.00735,2741,0.00051,0.038,9.06e-08,29.5,43.9,NA,"3.29175","1.7556",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.322,2.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toluene","108-88-3",92.1,178,0.0368,530,0.0066,0.087,8.6e-06,501,140,0.36,"10.5","5.6",11.5,1,27.9,77.4,1.07,1.07,0.00636,0.00636,0.00162,0.00769,0.00931,0.00369,NA,23.9,NA,NA,0.08,"IRIS",NA,NA,0.4,NA,NA,"O",NA,1.07,0.00324,0.00567,NA,NA,TRUE
"Toluidine, o-","95-53-4",107,257,0.000421,16600,2.72e-06,0.0714,9.12e-06,20.9,19.9,0.2,"1.49","0.79",36.1,1,8.72,43.9,6.68,6.68,0.523,0.523,0.000191,0.000909,0.0011,0.000174,NA,2.07,NA,NA,NA,NA,0.016,"PPRTV",NA,5.1e-05,NA,"O",NA,6.68,0.000383,0.00067,NA,NA,TRUE
"PAHs, Unspeciated","130498-29-2",228,527,1.03e-11,0.00194,1.21e-06,0.0248,6.21e-06,548000,297000,2970,"22300","11900",0.253,0.761,6100,2.06,0.0187,0.0187,59700,59700,0.00436,0.0138,0.0167,4.36,NA,NA,6030,NA,3e-04,"IRIS (value for Benzo(a)pyrene)",1.7,"MDH (value for benzo(a)pyrene",NA,5.5e-05,NA,"O","PAH",0.0132,0.0158,0.0277,NA,NA,TRUE
"Trichlorobenzene, 1,2,4-","120-82-1",181,290,0.000566,35,0.0014,0.03,8.23e-06,10000,1660,3.6,"125","66.4",1.41,1,279,77.6,0.189,0.189,0.727,0.727,0.00547,0.026,0.0315,0.0773,NA,240,NA,NA,0.01,"IRIS",0.029,"PPRTV",NA,NA,NA,"O",NA,0.189,0.0109,0.0192,NA,NA,TRUE
"Trichlorobiphenyl 2,4,4'-","7012-37-5",326,283,1.01e-07,0.043,0.000283,0.001,1e-05,3160000,2450000,24500,"184000","98100",0.03,0.992,23500,0.958,0.00678,0.00678,1650,1650,0.00652,0.031,0.0375,12.8,NA,84100,NA,2,7e-05,"IRIS, Aorclor 1016",0.07,"IRIS",4e-07,0.00057,NA,"O","PCB",0.01,0.013,0.032,NA,NA,TRUE
"Trichloroethane, 1,1,1-","71-55-6",133,243,0.158,1300,0.017,0.078,8.8e-06,316,135,0.22,"10.1","5.4",0.93,1,19.5,88.8,1.39,1.39,0.00151,0.00151,0.00125,0.00596,0.00721,0.0021,NA,16.8,NA,NA,2,"IRIS",NA,NA,5,NA,NA,"O",NA,1.39,0.00251,0.00439,NA,NA,TRUE
"Trichloroethane, 1,1,2-","79-00-5",133,236,0.0303,4400,0.00091,0.078,8.8e-06,100,75,0.1,"5.63","3",0.69,1,8.05,80.5,2.7,2.7,0.00829,0.00829,0.000611,0.0029,0.00351,0.000993,NA,6.92,NA,NA,0.004,"IRIS",0.057,"IRIS",NA,1.6e-05,NA,"O",NA,2.7,0.00122,0.00214,NA,NA,TRUE
"Trichloroethylene","79-01-6",131,188,0.0961,1500,0.01,0.079,9.1e-06,251,94.3,0.33,"7.07","3.77",0.7,1,16.4,49.6,1.59,1.59,0.00201,0.00201,0.0011,0.00521,0.0063,0.00215,NA,14.1,NA,NA,5e-04,"IRIS",0.046,"IRIS",0.002,3.3e-06,NA,"O",NA,1.59,0.00219,0.00384,NA,NA,TRUE
"Trichlorophenol, 2,4,5-","95-95-4",197.5,341.15,2.63e-05,1200,4.33e-06,0.0291,7.03e-06,5248.074602,1597,15.97,"119.775","63.88",0.37,1,170,10.6,0.274,0.274,118,118,0.000416592,0.001978814,0.002395406,0.058883552,NA,58.1,NA,NA,0.1,"IRIS",NA,NA,0.35,NA,NA,"O","Ionizing",0.274,0.000833185,0.001458073,NA,NA,TRUE
"Trichlorophenol, 2,4,6-","88-06-2",198,342,3.16e-05,800,7.8e-06,0.001,1e-05,5010,381,0.76,"28.6","15.2",3.61,1,164,216,0.281,0.281,62.5,62.5,2.72e-05,0.000129,0.000156,0.0409,NA,56.1,NA,NA,0.001,"PPRTV",0.011,"IRIS",NA,3.1e-06,NA,"O","Ionizing",0.281,5.44e-05,9.51e-05,NA,NA,TRUE
"Triethylamine","121-44-8",101,158,0.0751,73700,0.000103,0.0875,1.01e-05,28.2,26.7,0.267,"2","1.07",3.37,1,9.35,35.1,5.62,5.62,0.019,0.019,0.000243,0.00115,0.0014,NA,NA,2.61,NA,NA,NA,"unknown, recommend removing",NA,NA,0.007,NA,NA,"O",NA,5.62,0.000486,0.00085,NA,NA,TRUE
"Triethyleneglycol","112-27-6",150.18,321.17,2.6e-07,1e+06,3.16e-11,0.0509,8.06e-06,0.0178,10,NA,NA,NA,NA,1,NA,NA,NA,NA,399,399,1.4e-10,4.45e-10,NA,NA,NA,0.8933,0.8933,NA,2,"PPRTV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triethylene Glycol Dimethyl Ether","112-49-2",178.23,275.95,0.000314,249000,3.24e-09,NA,NA,0.17,10,NA,"0.75","0.4",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.902,0.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifluoroethane 1,1,1- (HFC-143a)","420-46-2",84.04,122.35,9.13,760.9,0.77,NA,NA,54.95,43.9,NA,"3.29175","1.7556",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.309,6.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HFC",NA,NA,NA,NA,NA,NA
"Trifluralin","1582-09-8",335,322,6.03e-08,0.184,0.00011,0.0394,4.56e-06,219000,178000,1780,"13300","7100",6.66,0.99,3010,1.69,0.0317,0.0317,248,248,0.00857,0.0407,0.0493,NA,NA,2580,16700,NA,0.0075,"IRIS",0.0077,"IRIS",NA,NA,NA,"O",NA,0.0317,0.0171,0.03,NA,NA,TRUE
"Triglycol Monobutyl Ether","143-22-6",206.28,330.4,6.8e-07,127000,2.36e-11,NA,NA,1.04,10,NA,"0.75","0.4",NA,0.999675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.944,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trimethylbenzene 1,2,4-","95-63-6",120,229,0.00276,57,0.00583,0.078,9.03e-06,4270,3700,37,"278","148",9.03,1,145,3.91,0.309,0.309,0.0705,0.0705,0.00418,0.0199,0.0241,NA,NA,124,NA,NA,0.01,"IRIS",NA,NA,0.007,NA,NA,"O",NA,0.309,0.00837,0.0146,NA,NA,TRUE
"Trimethylbenzene, 1,3,5-","108-67-8",120,228,0.00326,48.2,0.00877,0.0602,8.67e-06,2630,612,6.12,"45.9","24.5",NA,1,99.9,16.3,0.409,0.409,0.028,0.028,0.0035,0.0166,0.0201,0.0209,NA,85.8,NA,NA,0.01,"IRIS",NA,NA,NA,NA,NA,"O",NA,0.409,0.00699,0.0122,NA,NA,TRUE
"Trimethylbenzenes, Unspeciated","25551-13-7",120,228.5,0.00301,52.6,0.0073,0.0691,8.85e-06,3450,2156,21.56,"161.95","86.25",9.03,1,122.45,10.105,0.359,0.359,0.04925,0.04925,0.00384,0.01825,0.0221,0.0209,NA,104.9,NA,NA,0.01,"IRIS",NA,NA,0.007,NA,NA,"O",NA,0.359,0.00768,0.0134,NA,NA,TRUE
"Trimethylpentane 2,2,4-","540-84-1",114.23,188.04,0.058,9.91,3.01,0.0574,7.06e-06,12302,240.3,NA,"18.0225","9.612",NA,1,NA,NA,NA,NA,0.163,0.163,9.72e-05,0.000308,NA,NA,NA,428.2,428.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toluene 2,4 Diisocyante","584-84-9",174,294,1.05e-05,37.6,4.88e-05,0.0609,7.05e-06,5500,4750,47.5,"356","190",3.37,1,176,3.71,0.267,0.267,11,11,0.00456,0.0217,0.0262,NA,NA,151,NA,NA,NA,NA,NA,NA,7e-05,1.1e-05,NA,"O",NA,0.267,0.00912,0.016,NA,NA,TRUE
"Vanadium","7440-62-2",50.94,462.6,5.55e-12,86400,0.0245,NA,NA,1.7,13.2,NA,"0.9915","0.5288",NA,0.212,NA,NA,NA,NA,0.0055,0.0055,2e-05,0.0025,NA,NA,NA,0.9834,0.9834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vinyl Acetate","108-05-4",86.1,180,0.118,20000,0.00051,0.085,9.2e-06,5.37,5.22,0.79,"0.39","0.21",NA,1,7.16,9.06,8.38,8.38,0.000657,0.000657,5.89e-05,0.00028,0.000339,3.97e-05,NA,3.16,NA,NA,NA,"HEAST, eliminate",NA,NA,0.2,NA,NA,"O",NA,8.38,0.000118,0.000206,NA,NA,TRUE
"Vinyl Bromide","593-60-2",106.95,180.46,1.37,5079,0.0123,0.0862,1.17e-05,33.1,21.73,NA,"1.62975","0.8692",NA,1,NA,NA,NA,NA,4.73,4.73,2.94e-07,9.29e-07,NA,NA,NA,4.214,4.214,NA,NA,NA,NA,NA,0.003,NA,NA,"O",NA,NA,NA,NA,NA,NA,NA
"Vinyl Chloride","75-01-4",62.5,123,3.95,8800,0.027,0.106,1.23e-05,25.1,15.4,0.037,"1.15","0.62",1.41,1,9.09,246,6.01,6.01,6.41e-05,6.41e-05,0.000222,0.00105,0.00128,0.000111,NA,2.39,NA,NA,0.003,"IRIS",0.72,"IRIS",0.1,8.8e-06,NA,"O",NA,6.01,0.000444,0.000776,NA,NA,TRUE
"VOCs, Unspeciated","E761346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA,NA,NA,NA,NA,TRUE
"VOCs, Unspeciated_2013_point","E761346-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xylenes (Mixed Isomers)","1330-20-7",107,256,0.0105,106,0.0106,0.0842,9.75e-06,1450,381,3.81,"28.6","15.2",8.43,1,63,16.5,0.578,0.578,0.0122,0.0122,0.00272,0.0129,0.0156,NA,NA,54.1,NA,NA,0.2,"IRIS",NA,NA,0.1,NA,NA,"O",NA,0.578,0.00544,0.00952,NA,NA,TRUE
"Zinc","7440-66-6",65.38,693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,"IRIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
